"block","plot","experiment","treatment","effect_year","nr_lov","nr_gran","nr_staende_dodved","nr_tall","nr_all_alive","average_dbh_lov","average_dbh_gran","average_dbh_staende_dodved","average_dbh_tall","average_dbh_all_alive","sd_dbh_all_alive","nr_skarm","laser_median","tspr","perc_gran","perc_lov","perc_tall","perc_skarm","perc_dv","BA_gran","BA_lov","BA_tall","BA_dv","BA"
"brudgatan","plot_45","before","C",2018,11,20,2,25,56,22.2090909090909,17.705,6.15,23.048,20.975,7.38177731739697,657.840431446501,9,4,0.357142857142857,0.196428571428571,0.446428571428571,1.10714285714286,0.0344827586206897,5.22445041666667,4.52140075757575,11.0668813333333,0.0630375,20.5310291666667
"brudgatan","plot_45","after","C",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"stocksatra","plot_46","before","URT",2018,4,17,1,48,69,20.475,17.8705882352941,13.3,25.1854166666667,23.1101449275362,6.6790749827911,530.516476972984,14.9,3,0.246376811594203,0.0579710144927536,0.695652173913043,0.72463768115942,0.0142857142857143,4.52423725490195,1.39741875,25.3722085069445,0.147408333333333,30.7095309178743
"stocksatra","plot_46","after","URT",2018,3,21,0,29,53,19.7333333333333,19.1428571428571,0,25.8620689655172,22.8528301886792,7.23465494827567,551.737136051904,16.65,3,0.39622641509434,0.0566037735849057,0.547169811320755,0.981132075471698,0,6.41285714285712,0.973511111111108,16.1637931034482,0,23.0661232704402
"stocksatra","plot_49","before","T",2018,1,41,1,33,75,9.1,17.5585365853659,11.6,23.0363636363636,19.856,6.277442240362,657.840431446501,16.35,3,0.546666666666667,0.0133333333333333,0.44,0.826666666666667,0.0131578947368421,10.5336587398375,0.0690083333333333,14.5935363636363,0.112133333333333,24.641296
"stocksatra","plot_49","after","T",2018,0,15,1,19,34,0,20.3933333333333,26.4,24.4157894736842,22.6411764705882,4.93626761510298,275.868568025952,20.65,2,0.441176470588235,0,0.558823529411765,0.764705882352941,0.0285714285714286,5.19860055555554,0,9.43873728070175,0.5808,14.5243147058823
"soderlejde","plot_5","before","URT",2018,21,26,6,30,77,14.6142857142857,16.4538461538462,14.7333333333333,19.77,17.2441558441558,6.22301529355457,509.295817894065,15.2,3,0.337662337662338,0.272727272727273,0.38961038961039,0.623376623376623,0.072289156626506,5.86579615384619,3.73760357142856,9.7713225,1.08535555555555,19.0806584415583
"soderlejde","plot_5","after","URT",2018,13,19,0,19,51,14.3384615384615,17,0,21.8578947368421,18.1313725490196,6.78980088650848,403.192522499468,15.2,3,0.372549019607843,0.254901960784314,0.372549019607843,0.745098039215686,0,4.57583333333333,2.22724102564101,7.56465307017543,0,13.971733496732
"kyrkstigen","plot_50","before","T",2018,4,13,2,38,55,10.375,18.2538461538462,21.15,28.5710526315789,24.8090909090909,8.02044315593025,339.53054526271,13,4,0.236363636363636,0.0727272727272727,0.690909090909091,0.581818181818182,0.0350877192982456,3.6096980769231,0.358802083333333,25.849659868421,0.7455375,28.2100037878788
"kyrkstigen","plot_50","after","T",2018,2,3,0,24,29,13.15,19.8,0,29.9458333333333,27.7379310344828,7.31482905732807,190.985931710274,19.55,4,0.103448275862069,0.0689655172413793,0.827586206896552,0.620689655172414,0,0.9801,0.288204166666667,17.9350586805555,0,18.593659770115
"kyrkstigen","plot_52","before","C",2018,18,24,5,61,103,11.9388888888889,13.6166666666667,11.82,22.6262295081967,18.6592233009709,7.22603458761529,700.28174960434,10,3,0.233009708737864,0.174757281553398,0.592233009708738,0.640776699029126,0.0462962962962963,3.70827222222224,2.13805601851852,26.0239349726776,0.582135,29.88430105178
"kyrkstigen","plot_52","after","C",2018,14,19,6,47,80,12.3428571428571,12.6947368421053,11.8833333333333,23.5978723404255,19.03875,7.57912679499977,551.737136051904,8.35,3,0.2375,0.175,0.5875,0.65,0.0697674418604651,2.55164210526317,1.77737142857142,21.8103335106382,0.706068055555552,24.1649334375
"kyrkstigen","plot_53","before","URT",2018,22,28,0,16,66,20.5545454545455,16.95,0,26.81875,20.5439393939394,7.75874947869781,1464.22547644544,11.3,3,0.424242424242424,0.333333333333333,0.242424242424242,2.09090909090909,0,6.703725,7.74563787878791,9.58993802083334,0,23.212939520202
"kyrkstigen","plot_53","after","URT",2018,16,31,1,17,64,22.6875,16.3709677419355,13.3,25.4235294117647,20.3546875,7.99763714485683,1294.46020381408,18.05,3,0.484375,0.25,0.265625,1.90625,0.0153846153846154,6.9235551075269,6.86296875,9.15670784313725,0.147408333333333,22.0967095052083
"kyrkstigen","plot_55","before","T",2018,107,55,5,37,199,9.75607476635514,13.3290909090909,9.1,17.927027027027,12.2628140703518,5.85770873609919,1443.00481736652,6.25,3,0.276381909547739,0.537688442211055,0.185929648241206,0.683417085427136,0.0245098039215686,8.14296378787878,8.48697204049844,9.90916418918916,0.345041666666667,24.937454313233
"kyrkstigen","plot_55","after","T",2018,41,18,1,19,78,11.0975609756098,19.2333333333333,10,21.2473684210526,15.4474358974359,7.46341247738096,509.295817894065,15.05,3,0.230769230769231,0.525641025641026,0.243589743589744,0.615384615384615,0.0126582278481013,5.54881666666665,4.20782520325207,7.1479688596491,0.0833333333333333,15.5105129273504
"kyrkstigen","plot_56","before","URT",2018,20,37,3,16,73,11.95,19.3837837837838,10,26.75625,18.9630136986301,8.44135828408943,530.516476972984,10.95,4,0.506849315068493,0.273972602739726,0.219178082191781,0.684931506849315,0.0394736842105263,11.5850414414415,2.38004166666667,9.5452921875,0.25,21.8754165525113
"kyrkstigen","plot_56","after","URT",2018,9,31,2,13,53,13.2222222222222,19.641935483871,19.45,28.3461538461538,20.6867924528302,8.32840454145305,530.516476972984,14.3,3,0.584905660377358,0.169811320754717,0.245283018867925,0.943396226415094,0.0363636363636364,9.96664543010756,1.3112037037037,8.70463141025638,0.630504166666667,18.9008327044025
"kyrkstigen","plot_58","before","C",2018,29,18,4,58,105,9.17931034482759,13.6555555555556,10.025,20.1862068965517,16.0266666666667,7.48288131808282,657.840431446501,9,4,0.171428571428571,0.276190476190476,0.552380952380952,0.59047619047619,0.036697247706422,2.79711296296298,2.03627701149425,19.6950091954022,0.335002083333333,22.474728888889
"kyrkstigen","plot_58","after","C",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"halqved","plot_6","before","T",2019,39,21,10,72,132,13.0897435897436,10.852380952381,7.48,13.4305555555556,12.919696969697,6.78600310016217,785.164385920017,5.45,5,0.159090909090909,0.295454545454545,0.545454545454545,0.560606060606061,0.0704225352112676,2.06104801587303,5.56859508547009,10.8227893518519,0.466253333333333,18.3610426767678
"halqved","plot_6","after","T",2019,11,10,3,32,53,14.8909090909091,13.86,13.2333333333333,16.365625,15.5867924528302,8.03710237049324,254.647908947033,8.1,4,0.188679245283019,0.207547169811321,0.60377358490566,0.452830188679245,0.0535714285714286,1.60083,2.03260909090909,7.14223151041667,0.437802777777776,10.7302077044025
"kyrkstigen","plot_60","before","T",2018,4,61,9,7,72,14.95,20.0688524590164,13.7111111111111,23.2571428571429,20.0944444444444,6.72066162254561,106.103295394597,12.7,3,0.847222222222222,0.0555555555555556,0.0972222222222222,0.138888888888889,0.111111111111111,20.4735743169399,0.745008333333333,3.15521904761906,1.40995925925926,24.2272018518517
"kyrkstigen","plot_60","after","T",2018,1,42,1,3,46,13.3,21.8333333333333,19.2,27.5666666666667,22.0217391304348,6.07698437799825,84.8826363156775,13.5,3,0.91304347826087,0.0217391304347826,0.0652173913043478,0.173913043478261,0.0212765957446809,16.6843055555555,0.147408333333333,1.89980277777778,0.3072,18.5900181159421
"halsingdal","plot_61","before","C",2018,14,33,9,1,48,11.5285714285714,25.8121212121212,11.0777777777778,12.4,21.3666666666667,9.98275818563726,891.267681314614,4.25,4,0.6875,0.291666666666667,0.0208333333333333,1.75,0.157894736842105,18.322304040404,1.55059285714285,0.128133333333333,0.920378703703707,18.2613777777778
"halsingdal","plot_61","after","C",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"halsingdal","plot_62","before","URT",2018,4,49,3,6,59,16.75,19.6244897959184,20.8666666666667,29.9833333333333,20.4830508474576,8.22326708591758,763.943726841098,11.5,3,0.830508474576271,0.0677966101694915,0.101694915254237,1.22033898305085,0.0483870967741935,15.7257578231293,0.935208333333334,4.49500138888888,1.08854444444445,20.6281391242937
"halsingdal","plot_62","after","URT",2018,2,34,3,5,41,18.9,19.8294117647059,21.1,30.08,21.0341463414634,8.84371555840919,530.516476972984,9.95,3,0.829268292682927,0.0487804878048781,0.121951219512195,1.21951219512195,0.0681818181818182,11.1408245098039,0.59535,3.77002666666667,1.113025,15.1165398373984
"halsingdal","plot_64","before","URT",2018,7,39,3,43,89,15.3714285714286,11.2871794871795,9.33333333333333,22.7441860465116,17.1438202247191,7.0668553353631,976.150317630292,7,3,0.438202247191011,0.0786516853932584,0.48314606741573,1.03370786516854,0.0326086956521739,4.14051367521369,1.37830476190477,18.5365116279069,0.217777777777778,21.7983674157303
"halsingdal","plot_64","after","URT",2018,6,20,0,25,51,15.8166666666667,11.49,0,25.508,18.8705882352941,8.72424882996002,594.178454209743,12.05,3,0.392156862745098,0.117647058823529,0.490196078431373,1.09803921568627,0,2.200335,1.25083472222223,13.5553763333333,0,15.1342117647059
"halsingdal","plot_65","before","T",2018,0,20,2,61,81,0,12.215,11.3,21.5098360655738,19.2148148148148,6.40203309721043,572.957795130823,13.35,2,0.246913580246914,0,0.753086419753086,0.666666666666667,0.0240963855421687,2.48677041666667,0,23.5192132513662,0.212816666666667,24.9216148148148
"halsingdal","plot_65","after","T",2018,1,7,1,44,52,13.9,16.3714285714286,14.2,22.4863636363636,21.4980769230769,4.84077818993629,84.8826363156775,24.4,3,0.134615384615385,0.0192307692307692,0.846153846153846,0.153846153846154,0.0188679245283019,1.56347142857143,0.161008333333333,18.5400068181818,0.168033333333333,20.0272501602564
"halsingdal","plot_66","before","C",2018,3,2,1,38,43,19.7333333333333,28.95,30.5,23.5605263157895,23.5441860465116,5.69784012234467,572.957795130823,13.75,3,0.0465116279069767,0.0697674418604651,0.883720930232558,1.25581395348837,0.0227272727272727,1.3968375,0.973511111111108,17.578116008772,0.775208333333333,19.8634449612403
"halsingdal","plot_66","after","C",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"halsingdal","plot_67","before","URT",2018,5,10,3,52,67,12.22,18.13,10.2333333333333,24.025,22.2641791044776,6.90488850748286,636.619772367581,9,3,0.149253731343284,0.0746268656716418,0.776119402985075,0.895522388059702,0.0428571428571429,2.73914083333333,0.622201666666667,25.0120270833333,0.261802777777776,27.6762299751243
"halsingdal","plot_67","after","URT",2018,0,9,1,28,37,0,18.4444444444444,10.3,25.2642857142857,23.6054054054054,7.55299594516956,360.751204341629,10.7,2,0.243243243243243,0,0.756756756756757,0.918918918918919,0.0263157894736842,2.55148148148147,0,14.8932964285714,0.0884083333333334,17.1808009009009
"halsingdal","plot_68","before","T",2018,17,35,0,16,68,17.5235294117647,25.8171428571429,0,20.7375,22.5485294117647,8.57308340091953,763.943726841098,7,3,0.514705882352941,0.25,0.235294117647059,1.05882352941176,0,19.4403085714286,4.35021617647059,5.73391875,0,28.8113834558823
"halsingdal","plot_68","after","T",2018,8,24,3,10,42,19.1125,27.2958333333333,9.2,20.84,24.2,8.51369055282539,509.295817894065,7.6,3,0.571428571428571,0.19047619047619,0.238095238095238,1.14285714285714,0.0666666666666667,14.9012503472222,2.43525104166667,3.61921333333333,0.2116,20.4974
"halsingdal","plot_69","before","T",2018,24,18,1,10,52,18.0041666666667,21.7388888888889,14.8,25.64,20.7653846153846,7.07732874763576,424.413181578388,17.9,4,0.346153846153846,0.461538461538462,0.192307692307692,0.769230769230769,0.0188679245283019,7.08868935185186,6.48300034722225,5.47841333333333,0.182533333333333,18.6853852564102
"halsingdal","plot_69","after","T",2018,18,10,0,8,36,18.65,24.17,0,24.65,21.5166666666667,6.89092571015369,212.206590789194,20.45,4,0.277777777777778,0.5,0.222222222222222,0.555555555555556,0,4.86824083333333,5.2173375,4.05081666666667,0,13.8890083333334
"stenby","plot_71","before","TC",2018,7,8,4,50,65,15.9857142857143,18.5,5.95,25.02,23.2446153846154,6.58430972960603,275.868568025952,8,4,0.123076923076923,0.107692307692308,0.769230769230769,0.4,0.0579710144927536,2.28166666666667,1.49066785714286,26.08335,0.118008333333333,29.2669078205129
"stenby","plot_71","after","TC",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"stenby","plot_72","before","TC",2018,15,23,0,26,64,21.2533333333333,18.4913043478261,0,24.7115384615385,21.665625,8.47349216347336,997.370976709211,10.75,5,0.359375,0.234375,0.40625,1.46875,0,6.55362644927537,5.6463022222222,13.2309695512821,0,25.0346296875
"stenby","plot_72","after","TC",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"orsjon","plot_73","before","T",2019,16,25,4,2,43,14.5625,27.76,15.825,28.2,22.8697674418605,10.8070861868216,466.854499736226,11.3,3,0.581395348837209,0.372093023255814,0.0465116279069767,1.02325581395349,0.0851063829787234,16.0545333333333,2.82755208333333,1.3254,0.83476875,18.7417744186047
"orsjon","plot_73","after","T",2019,8,17,2,2,27,15,31.0352941176471,19.95,28.45,26.0925925925926,10.4870222335816,424.413181578388,14.1,3,0.62962962962963,0.296296296296296,0.0740740740740741,1.48148148148148,0.0689655172413793,13.6451843137255,1.5,1.34900416666667,0.6633375,15.3185262345679
"orsjon","plot_74","before","C",2019,23,25,1,10,58,21.5304347826087,24.312,17.5,29.34,24.0758620689655,8.78160578259991,530.516476972984,6.45,4,0.431034482758621,0.396551724137931,0.172413793103448,0.862068965517241,0.0169491525423729,12.314028,8.88489275362319,7.17363,0.255208333333333,28.0162781609195
"orsjon","plot_74","after","C",2019,22,24,1,10,56,21.8681818181818,23.1416666666667,15.7,28.97,23.6821428571429,8.70596675521203,657.840431446501,5.8,4,0.428571428571429,0.392857142857143,0.178571428571429,1.10714285714286,0.0175438596491228,10.7107347222223,8.76731856060605,6.99384083333333,0.205408333333333,26.1727148809525
"orsjon","plot_75","before","URT",2019,22,32,1,15,69,18.6909090909091,22.340625,12.3,30.2466666666667,22.895652173913,10.0874767261574,997.370976709211,7.75,4,0.463768115942029,0.318840579710145,0.217391304347826,1.36231884057971,0.0142857142857143,13.30942734375,6.40475151515152,11.4357605555556,0.126075,30.1421260869564
"orsjon","plot_75","after","URT",2019,14,22,1,12,48,24.85,20.9727272727273,11.2,27.7583333333333,23.8,9.4301463177656,700.28174960434,16.2,4,0.458333333333333,0.291666666666667,0.25,1.375,0.0204081632653061,8.06401363636366,7.20442916666667,7.70525069444443,0.104533333333333,22.6576
"orsjon","plot_79","before","T",2019,4,7,3,53,64,13.125,12.0285714285714,14.5333333333333,23.6433962264151,21.715625,6.92449571254224,700.28174960434,6.5,3,0.109375,0.0625,0.828125,1.03125,0.0447761194029851,0.844004761904758,0.57421875,24.689616509434,0.528044444444442,25.1503130208333
"orsjon","plot_79","after","T",2019,5,2,1,34,41,12.34,5.95,21.1,23.4970588235294,21.280487804878,7.13334492058933,403.192522499468,13.55,3,0.0487804878048781,0.121951219512195,0.829268292682927,0.926829268292683,0.0238095238095238,0.0590041666666667,0.634481666666667,15.6431669117647,0.371008333333333,15.47268800813
"halqved","plot_8","before","URT",2019,66,150,7,5,221,12.3151515151515,10.6566666666667,8.58571428571429,14.1,11.2298642533937,4.22831521139846,2610.14106670708,5.55,4,0.678733031674208,0.298642533936652,0.0226244343891403,1.1131221719457,0.0307017543859649,14.1955680555556,8.34146262626261,0.828375,0.430001190476191,23.2252309200605
"halqved","plot_8","after","URT",2019,19,65,1,4,88,13.9736842105263,12.3323076923077,9.6,15.275,12.8204545454545,4.34649175722344,1061.03295394597,7.95,4,0.738636363636364,0.215909090909091,0.0454545454545455,1.13636363636364,0.0112359550561798,8.23798153846155,3.09167763157894,0.777752083333333,0.0768,12.0533640151514
"kilsjon","plot_83","before","C",2019,7,37,8,29,73,7.95714285714286,26.4675675675676,10.05,14.8758620689655,20.0876712328767,10.2657459706957,424.413181578388,7.75,3,0.506849315068493,0.0958904109589041,0.397260273972603,0.547945205479452,0.0987654320987654,21.5997407657658,0.369344047619048,5.34787241379309,0.67335,24.5471342465753
"kilsjon","plot_83","after","C",2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"kilsjon","plot_85","before","URT",2019,0,14,2,83,97,0,14.8357142857143,9,16.9168674698795,16.6164948453608,4.88688040429788,381.971863420549,11.15,3,0.144329896907216,0,0.855670103092783,0.371134020618557,0.0202020202020202,2.56781488095239,0,19.7941446787148,0.135,22.3187219931271
"kilsjon","plot_85","after","URT",2019,1,8,0,56,65,5.1,16.25,0,18.2107142857143,17.7676923076923,5.22936742387128,212.206590789194,16.8,3,0.123076923076923,0.0153846153846154,0.861538461538462,0.307692307692308,0,1.76041666666667,0.021675,15.4760720238095,0,17.0999232051282
"kilsjon","plot_87","before","C",2019,1,7,4,48,56,9,14.4428571428571,6.775,21.725,20.5875,5.94373811058939,148.544613552436,14.9,3,0.125,0.0178571428571429,0.857142857142857,0.25,0.0666666666666667,1.21681071428571,0.0675,18.879025,0.153002083333333,19.779440625
